timestamp,open,high,low,close,volume
2025-09-30 19:55:00,218.9700,219.0000,218.9200,218.9900,9578
2025-09-30 19:50:00,219.0100,219.1500,218.9500,219.0000,7273
2025-09-30 19:45:00,219.0300,219.1500,219.0000,219.0000,5316
2025-09-30 19:40:00,219.0017,219.0600,219.0000,219.0300,4066
2025-09-30 19:35:00,219.0800,219.1500,219.0000,219.0000,6600
2025-09-30 19:30:00,219.0700,219.1500,219.0600,219.0800,2036
2025-09-30 19:25:00,219.1100,219.1500,219.0600,219.0800,2134
2025-09-30 19:20:00,219.0500,219.1200,219.0500,219.1001,3258
2025-09-30 19:15:00,219.0600,219.1700,219.0100,219.0600,3880
2025-09-30 19:10:00,219.1100,219.1700,219.0400,219.1100,2779
2025-09-30 19:05:00,219.0700,219.1700,219.0000,219.1050,7393
2025-09-30 19:00:00,219.0900,219.2000,219.0600,219.0600,4171
2025-09-30 18:55:00,219.1700,219.1700,219.0500,219.0900,9008
2025-09-30 18:50:00,219.1900,219.2500,219.1100,219.1500,5832
2025-09-30 18:45:00,219.1600,219.2500,219.1500,219.1900,2557
2025-09-30 18:40:00,219.1900,219.1900,219.1500,219.1502,6314
2025-09-30 18:35:00,219.2300,219.2600,219.1800,219.1900,2279
2025-09-30 18:30:00,219.2000,219.2600,219.1900,219.2440,3094
2025-09-30 18:25:00,219.1400,219.2000,219.1300,219.1904,7040
2025-09-30 18:20:00,219.2000,219.2000,219.1300,219.1300,2787
2025-09-30 18:15:00,219.1300,219.2500,219.1100,219.2000,3738
2025-09-30 18:10:00,219.2000,219.2000,219.1250,219.1392,4121
2025-09-30 18:05:00,219.1550,219.2500,219.1400,219.2000,3835
2025-09-30 18:00:00,219.1700,219.2500,219.1100,219.1796,7471
2025-09-30 17:55:00,219.0994,219.1800,219.0500,219.1800,5432
2025-09-30 17:50:00,219.1000,219.5700,219.0500,219.1000,16259
2025-09-30 17:45:00,219.0893,219.1000,219.0500,219.0850,4971
2025-09-30 17:40:00,219.0800,219.1000,219.0500,219.0900,3520
2025-09-30 17:35:00,219.0800,219.1000,219.0500,219.0893,3823
2025-09-30 17:30:00,219.0900,227.9304,204.1599,219.0900,2368
2025-09-30 17:25:00,219.1000,219.1000,204.1599,219.0900,3763
2025-09-30 17:20:00,219.0900,227.9304,216.2711,219.1000,4852
2025-09-30 17:15:00,219.1000,227.9304,204.0261,219.0998,5353
2025-09-30 17:10:00,219.1450,219.5700,204.0261,219.1000,75341
2025-09-30 17:05:00,219.1750,219.2000,205.4627,219.1600,2904
2025-09-30 17:00:00,219.1200,219.1900,219.0500,219.1900,3994
2025-09-30 16:55:00,219.0800,221.3652,219.0500,219.0800,9068
2025-09-30 16:50:00,219.0700,221.2295,219.0500,219.0900,4737
2025-09-30 16:45:00,218.9502,219.5700,218.9500,219.1100,314579
2025-09-30 16:40:00,219.0000,227.9304,218.8800,218.9750,12198
2025-09-30 16:35:00,219.0850,219.1200,218.9500,219.0000,11804
2025-09-30 16:30:00,219.1750,219.2500,219.0300,219.1186,8252
2025-09-30 16:25:00,219.2000,219.5700,218.9700,219.2500,15876
2025-09-30 16:20:00,219.2100,219.3300,218.9500,219.1500,20154
2025-09-30 16:15:00,219.1200,219.5700,219.1000,219.2000,15574
2025-09-30 16:10:00,219.3000,219.5700,219.1000,219.1500,88338
2025-09-30 16:05:00,219.3300,219.5700,219.2000,219.2800,216957
2025-09-30 16:00:00,219.5300,219.6800,219.3000,219.4100,14723944
2025-09-30 15:55:00,219.9650,219.9750,219.4800,219.5600,2731813
2025-09-30 15:50:00,219.7400,220.1900,219.6900,219.9650,1780967
2025-09-30 15:45:00,219.4300,219.7764,219.4150,219.7500,502792
2025-09-30 15:40:00,219.6550,219.6550,219.2900,219.4399,421435
2025-09-30 15:35:00,219.6450,219.8700,219.6200,219.6599,398237
2025-09-30 15:30:00,219.5900,219.7510,219.5850,219.6400,462099
2025-09-30 15:25:00,219.5400,219.6200,219.4310,219.5968,353853
2025-09-30 15:20:00,219.4100,219.5900,219.4050,219.5450,391340
2025-09-30 15:15:00,219.3900,219.4600,219.3400,219.4000,448437
2025-09-30 15:10:00,219.1950,219.4000,219.1950,219.3750,445696
2025-09-30 15:05:00,219.1100,219.3050,219.1100,219.1950,364107
2025-09-30 15:00:00,219.1500,219.2650,219.0800,219.1190,881886
2025-09-30 14:55:00,219.2450,219.2800,219.1000,219.1400,188844
2025-09-30 14:50:00,219.4000,219.4300,219.2262,219.2400,310513
2025-09-30 14:45:00,219.2500,219.4500,219.1800,219.4100,265716
2025-09-30 14:40:00,219.1000,219.2700,219.0850,219.2550,162029
2025-09-30 14:35:00,219.0900,219.1500,219.0520,219.1050,250414
2025-09-30 14:30:00,219.2200,219.2200,219.0250,219.0900,142527
2025-09-30 14:25:00,219.0200,219.2700,219.0200,219.2495,171953
2025-09-30 14:20:00,219.1250,219.2200,219.0000,219.0150,313665
2025-09-30 14:15:00,219.1986,219.3000,219.1000,219.1250,270778
2025-09-30 14:10:00,219.0200,219.2300,219.0100,219.1900,216882
2025-09-30 14:05:00,218.8701,219.0700,218.8540,219.0200,198509
2025-09-30 14:00:00,218.7500,218.9000,218.6700,218.8900,208959
2025-09-30 13:55:00,219.0400,219.0600,218.6850,218.7500,305518
2025-09-30 13:50:00,219.0000,219.1400,218.9901,219.0400,190757
2025-09-30 13:45:00,218.8700,219.0300,218.8600,218.9900,159589
2025-09-30 13:40:00,219.0900,219.1900,218.8400,218.8870,305686
2025-09-30 13:35:00,219.2350,219.3100,219.0644,219.0800,621610
2025-09-30 13:30:00,219.2600,219.2800,219.1350,219.2365,271095
2025-09-30 13:25:00,218.9576,219.2800,218.9500,219.2600,257155
2025-09-30 13:20:00,219.0342,219.0600,218.8100,218.9699,239806
2025-09-30 13:15:00,218.9300,219.0800,218.8800,219.0365,206009
2025-09-30 13:10:00,218.9400,218.9900,218.7400,218.9235,218902
