timestamp,open,high,low,close,volume
2025-04-30 19:55:00,190.6000,191.0000,190.4200,190.9000,47531
2025-04-30 19:50:00,190.6400,190.7500,190.5500,190.6000,11738
2025-04-30 19:45:00,190.6975,190.7500,190.5500,190.5500,9915
2025-04-30 19:40:00,190.4700,190.7500,190.4500,190.6900,7814
2025-04-30 19:35:00,190.6400,190.7000,190.4200,190.4600,6994
2025-04-30 19:30:00,190.5800,190.6800,190.5000,190.6400,6490
2025-04-30 19:25:00,190.3557,190.6800,190.3557,190.6190,9755
2025-04-30 19:20:00,190.5400,190.7000,184.4200,190.5800,68995
2025-04-30 19:15:00,190.3500,190.7000,190.3500,190.5000,6130
2025-04-30 19:10:00,190.2100,190.7000,190.0100,190.6000,12741
2025-04-30 19:05:00,190.3100,190.5000,190.1500,190.2100,36981
2025-04-30 19:00:00,190.2100,190.5000,190.1500,190.4000,12873
2025-04-30 18:55:00,189.9464,190.2500,189.9000,190.2000,12431
2025-04-30 18:50:00,190.1600,190.2000,189.9000,190.0000,10261
2025-04-30 18:45:00,189.8200,190.2670,189.8200,190.2000,17085
2025-04-30 18:40:00,184.4200,190.0000,184.4200,189.8900,18604
2025-04-30 18:35:00,190.1000,190.2438,189.8500,189.9300,10803
2025-04-30 18:30:00,190.2437,190.3000,190.0000,190.1757,14724
2025-04-30 18:25:00,190.2500,190.3000,189.9900,190.0000,24606
2025-04-30 18:20:00,190.2700,190.4000,190.0300,190.2500,16694
2025-04-30 18:15:00,190.3040,190.5700,189.7000,190.2600,31309
2025-04-30 18:10:00,191.0000,191.2100,190.3000,190.5000,42259
2025-04-30 18:05:00,190.0000,191.3000,189.8200,191.0052,70411
2025-04-30 18:00:00,189.2400,191.2900,189.0100,189.9400,196008
2025-04-30 17:55:00,188.2300,189.4100,188.1617,189.0000,30990
2025-04-30 17:50:00,188.6250,188.7000,188.1200,188.1200,28975
2025-04-30 17:45:00,189.1000,189.2600,188.3000,188.7000,32400
2025-04-30 17:40:00,189.4800,189.7000,189.0600,189.2600,19223
2025-04-30 17:35:00,189.4500,189.8400,189.2000,189.4100,40421
2025-04-30 17:30:00,189.3000,189.5000,189.1500,189.4500,32773
2025-04-30 17:25:00,189.2500,189.4500,189.1500,189.2900,13978
2025-04-30 17:20:00,189.1100,189.4500,189.0000,189.2250,21086
2025-04-30 17:15:00,189.4300,189.5500,184.4200,189.2500,1115489
2025-04-30 17:10:00,189.3600,189.8400,189.3000,189.4300,28065
2025-04-30 17:05:00,189.3000,196.3576,189.1000,189.3000,18971
2025-04-30 17:00:00,189.1100,200.0461,184.4200,189.2000,157299
2025-04-30 16:55:00,189.7500,189.9000,182.5252,189.1250,96457
2025-04-30 16:50:00,190.2500,201.2811,177.4363,189.7500,120010
2025-04-30 16:45:00,190.6429,201.2811,184.4200,190.2300,98116
2025-04-30 16:40:00,190.1600,190.8799,190.0200,190.5000,217288
2025-04-30 16:35:00,189.0850,190.2400,189.0500,190.2300,161487
2025-04-30 16:30:00,189.1000,189.2100,188.7000,189.0850,101388
2025-04-30 16:25:00,189.0900,189.4000,188.9200,189.0025,127717
2025-04-30 16:20:00,184.4200,189.3400,184.4200,189.0060,159179
2025-04-30 16:15:00,188.2000,188.8800,182.6499,188.0800,173608
2025-04-30 16:10:00,186.6920,188.4200,184.4135,188.4100,374899
2025-04-30 16:05:00,187.5000,188.5900,184.4200,186.6800,616089
2025-04-30 16:00:00,184.3200,188.8500,183.7000,187.5000,21471726
2025-04-30 15:55:00,183.9700,185.0500,183.7800,184.3200,4051326
2025-04-30 15:50:00,182.7350,184.1400,182.7350,183.9528,1303638
2025-04-30 15:45:00,182.5000,182.8453,182.4100,182.7300,634588
2025-04-30 15:40:00,182.0200,182.5550,181.9500,182.5000,405779
2025-04-30 15:35:00,181.8500,182.2400,181.7300,182.0200,356038
2025-04-30 15:30:00,181.8014,182.0800,181.7000,181.8600,358654
2025-04-30 15:25:00,182.1265,182.1265,181.7500,181.7900,320876
2025-04-30 15:20:00,181.8700,182.2500,181.8300,182.1100,349854
2025-04-30 15:15:00,182.0900,182.1100,181.7500,181.8794,315609
2025-04-30 15:10:00,181.8900,182.0900,181.7700,182.0850,263188
2025-04-30 15:05:00,181.9415,182.0700,181.8600,181.8900,243580
2025-04-30 15:00:00,181.6800,182.1000,181.6798,181.9550,224959
2025-04-30 14:55:00,181.9600,182.0900,181.6500,181.6850,251849
2025-04-30 14:50:00,182.1900,182.3800,181.8700,181.9600,299474
2025-04-30 14:45:00,181.7400,182.2700,181.6800,182.1900,400550
2025-04-30 14:40:00,181.7400,181.9000,181.6500,181.7450,242323
2025-04-30 14:35:00,182.1300,182.1400,181.7300,181.7560,317563
2025-04-30 14:30:00,182.0700,182.3896,182.0500,182.1700,241472
2025-04-30 14:25:00,182.3500,182.5800,181.6100,182.1200,430274
2025-04-30 14:20:00,182.6600,182.7619,182.2300,182.3500,340590
2025-04-30 14:15:00,182.6000,183.0100,182.4700,182.6900,311699
2025-04-30 14:10:00,182.3000,183.0300,182.2100,182.5850,448697
2025-04-30 14:05:00,181.8400,183.0800,181.7100,182.2900,657266
2025-04-30 14:00:00,181.8950,181.9600,181.6800,181.8250,276629
2025-04-30 13:55:00,182.1490,182.2500,181.7900,181.8950,268291
2025-04-30 13:50:00,181.8800,182.2100,181.8350,182.1498,262709
2025-04-30 13:45:00,181.9700,181.9799,181.6650,181.8750,200600
2025-04-30 13:40:00,181.7900,182.0200,181.6800,182.0013,319088
2025-04-30 13:35:00,181.7600,182.0100,181.6600,181.8096,337052
2025-04-30 13:30:00,181.6800,181.8000,181.4700,181.7600,248733
2025-04-30 13:25:00,181.1500,181.6915,181.1300,181.6900,252948
2025-04-30 13:20:00,181.0700,181.1800,181.0400,181.1499,166002
2025-04-30 13:15:00,180.7500,181.2000,180.7500,181.0600,196555
2025-04-30 13:10:00,180.9500,180.9500,180.4890,180.7459,246403
2025-04-30 13:05:00,181.3700,181.3700,180.8750,180.9650,274923
2025-04-30 13:00:00,181.4350,181.6300,181.2900,181.3550,153152
2025-04-30 12:55:00,181.4800,181.5200,181.2200,181.4248,176622
2025-04-30 12:50:00,181.1900,181.5400,181.1500,181.4900,148868
2025-04-30 12:45:00,181.1350,181.3399,181.1100,181.1700,175319
2025-04-30 12:40:00,181.3900,181.4900,181.0950,181.1426,225076
2025-04-30 12:35:00,180.6600,181.4320,180.6200,181.3800,278353
2025-04-30 12:30:00,180.9000,180.9100,180.6100,180.6550,236016
2025-04-30 12:25:00,180.9350,181.0450,180.8300,180.8850,210012
2025-04-30 12:20:00,181.4300,181.5169,180.9000,180.9300,378897
2025-04-30 12:15:00,181.5253,181.6900,181.4000,181.4411,302205
2025-04-30 12:10:00,181.5700,181.6900,181.2800,181.5200,241438
2025-04-30 12:05:00,181.7400,182.0100,181.5000,181.5695,254514
2025-04-30 12:00:00,181.8300,182.0000,181.5650,181.7400,214752
2025-04-30 11:55:00,181.7650,182.0200,181.4400,181.8450,222948
2025-04-30 11:50:00,182.0300,182.0997,181.4100,181.7600,292538
2025-04-30 11:45:00,182.0150,182.1400,181.8000,182.0156,260738
2025-04-30 11:40:00,181.7001,182.0400,181.5900,182.0150,361040
2025-04-30 11:35:00,181.9400,182.0100,181.5400,181.7150,286577
2025-04-30 11:30:00,181.7500,181.9800,181.6000,181.9200,281535
2025-04-30 11:25:00,181.4300,181.8400,181.1900,181.7400,444112
2025-04-30 11:20:00,181.8988,182.0100,181.3800,181.4200,375250
2025-04-30 11:15:00,181.9300,182.1100,181.8600,181.8850,280930
2025-04-30 11:10:00,181.9800,182.0500,181.7600,181.9200,268463
2025-04-30 11:05:00,181.5300,182.0310,181.3900,181.9500,362811
2025-04-30 11:00:00,180.8900,181.7000,180.8700,181.5400,392465
2025-04-30 10:55:00,180.5600,181.2750,180.3200,180.8925,393426
2025-04-30 10:50:00,181.0150,181.1350,180.4600,180.5450,776508
2025-04-30 10:45:00,180.9100,181.0800,180.7200,181.0100,378736
2025-04-30 10:40:00,180.4450,181.0473,180.1800,180.9300,702472
