timestamp,open,high,low,close,volume
2025-05-30 19:55:00,204.5200,204.7000,204.5100,204.6500,6125
2025-05-30 19:50:00,204.6550,204.7000,204.5000,204.5900,2179
2025-05-30 19:45:00,204.6000,204.7000,204.5400,204.7000,2795
2025-05-30 19:40:00,204.6100,204.7000,204.5900,204.6050,511
2025-05-30 19:35:00,204.5500,204.6600,204.5100,204.6600,560
2025-05-30 19:30:00,204.5500,204.6400,204.5000,204.5108,1715
2025-05-30 19:25:00,204.6100,204.6100,204.5500,204.6100,1228
2025-05-30 19:20:00,204.6400,204.7000,204.5700,204.6100,867
2025-05-30 19:15:00,204.7000,204.7000,204.6400,204.6450,1020
2025-05-30 19:10:00,204.7500,204.7500,204.6600,204.7050,376
2025-05-30 19:05:00,204.6400,204.7500,204.6400,204.6600,1510
2025-05-30 19:00:00,204.7300,204.7500,204.6400,204.7500,1535
2025-05-30 18:55:00,204.8000,204.9200,204.6900,204.7500,1085
2025-05-30 18:50:00,204.7500,204.9400,204.7500,204.8400,756
2025-05-30 18:45:00,204.7500,204.9400,204.7500,204.9400,776
2025-05-30 18:40:00,204.7500,204.9400,204.7500,204.8600,564
2025-05-30 18:35:00,204.7500,204.9400,204.7500,204.7512,189
2025-05-30 18:30:00,204.9300,204.9900,204.7500,204.7500,1107
2025-05-30 18:25:00,204.9400,204.9900,204.7998,204.8000,2976
2025-05-30 18:20:00,204.9600,204.9800,204.9000,204.9350,1089
2025-05-30 18:15:00,204.9100,205.0000,204.9100,204.9800,723
2025-05-30 18:10:00,204.9800,205.0000,204.9025,205.0000,499
2025-05-30 18:05:00,204.9850,205.0000,204.9600,204.9700,781
2025-05-30 18:00:00,205.0050,205.0100,204.9600,204.9600,259
2025-05-30 17:55:00,205.0200,205.0500,204.9600,205.0050,1236
2025-05-30 17:50:00,205.0000,205.0500,204.9600,205.0100,5805
2025-05-30 17:45:00,204.9950,205.0300,204.9600,205.0300,906
2025-05-30 17:40:00,204.9950,205.0300,204.9600,204.9900,406
2025-05-30 17:35:00,204.9950,205.0300,204.9600,205.0100,683
2025-05-30 17:30:00,205.0300,205.1000,204.9600,204.9950,215
2025-05-30 17:25:00,205.0100,205.0900,204.9200,205.0300,3742
2025-05-30 17:20:00,205.0500,205.1000,204.9100,204.9200,1077
2025-05-30 17:15:00,205.0600,205.1167,205.0500,205.0500,1626
2025-05-30 17:10:00,205.1300,205.1300,205.0500,205.0517,1203
2025-05-30 17:05:00,205.0050,205.1500,195.3537,205.0900,1822
2025-05-30 17:00:00,205.0900,215.3202,199.9285,205.0900,3104
2025-05-30 16:55:00,205.0600,215.3202,196.0062,205.1200,71774
2025-05-30 16:50:00,204.9000,207.5121,192.7091,205.1000,21529
2025-05-30 16:45:00,204.9850,205.0900,197.8936,204.9000,510383
2025-05-30 16:40:00,205.0250,205.0500,204.9100,204.9600,1988
2025-05-30 16:35:00,205.0150,205.1000,204.8500,205.0999,2028
2025-05-30 16:30:00,204.9600,205.0400,204.8900,205.0399,10013
2025-05-30 16:25:00,204.9700,205.0400,204.8500,204.9600,15960
2025-05-30 16:20:00,205.0000,205.0500,204.9100,204.9900,139951
2025-05-30 16:15:00,204.8500,205.0300,204.8500,204.9800,15997
2025-05-30 16:10:00,204.9500,205.0184,204.8000,204.8500,1226891
2025-05-30 16:05:00,204.8400,205.0100,204.7700,204.8700,2639590
2025-05-30 16:00:00,204.6400,205.4000,204.5700,204.8100,30585161
2025-05-30 15:55:00,205.1800,205.5600,204.5800,204.6600,3654799
2025-05-30 15:50:00,204.6500,205.9900,204.5900,205.1300,2300800
