time,Aroon Down,Aroon Up
2025-06-30 19:55,93.2000,54.4000
2025-06-30 19:50,93.4000,54.6000
2025-06-30 19:45,93.6000,54.8000
2025-06-30 19:40,93.8000,55.0000
2025-06-30 19:35,94.0000,55.2000
2025-06-30 19:30,94.2000,55.4000
2025-06-30 19:25,94.4000,55.6000
2025-06-30 19:20,94.6000,55.8000
2025-06-30 19:15,94.8000,56.0000
2025-06-30 19:10,95.0000,56.2000
2025-06-30 19:05,95.2000,56.4000
2025-06-30 19:00,95.4000,56.6000
2025-06-30 18:55,95.6000,56.8000
2025-06-30 18:50,95.8000,57.0000
2025-06-30 18:45,96.0000,57.2000
2025-06-30 18:40,96.2000,57.4000
2025-06-30 18:35,96.4000,57.6000
2025-06-30 18:30,96.6000,57.8000
2025-06-30 18:25,96.8000,58.0000
2025-06-30 18:20,97.0000,58.2000
2025-06-30 18:15,97.2000,58.4000
2025-06-30 18:10,97.4000,58.6000
2025-06-30 18:05,97.6000,58.8000
2025-06-30 18:00,97.8000,59.0000
2025-06-30 17:55,98.0000,59.2000
2025-06-30 17:50,98.2000,59.4000
2025-06-30 17:45,98.4000,59.6000
2025-06-30 17:40,98.6000,59.8000
2025-06-30 17:35,98.8000,60.0000
2025-06-30 17:30,99.0000,60.2000
2025-06-30 17:25,99.2000,60.4000
2025-06-30 17:20,99.4000,60.6000
2025-06-30 17:15,99.6000,60.8000
2025-06-30 17:10,99.8000,61.0000
2025-06-30 17:05,100.0000,61.2000
2025-06-30 17:00,99.6000,61.4000
2025-06-30 16:55,99.8000,61.6000
2025-06-30 16:50,100.0000,61.8000
2025-06-30 16:45,61.6000,62.0000
2025-06-30 16:40,61.8000,62.2000
2025-06-30 16:35,62.0000,62.4000
2025-06-30 16:30,62.2000,62.6000
2025-06-30 16:25,62.4000,62.8000
2025-06-30 16:20,62.6000,63.0000
2025-06-30 16:15,62.8000,63.2000
2025-06-30 16:10,63.0000,63.4000
2025-06-30 16:05,63.2000,63.6000
2025-06-30 16:00,63.4000,63.8000
2025-06-30 15:55,63.6000,64.0000
2025-06-30 15:50,63.8000,64.2000
2025-06-30 15:45,64.0000,64.4000
2025-06-30 15:40,64.2000,64.6000
2025-06-30 15:35,64.4000,64.8000
2025-06-30 15:30,64.6000,65.0000
2025-06-30 15:25,64.8000,65.2000
2025-06-30 15:20,65.0000,65.4000
2025-06-30 15:15,65.2000,65.6000
2025-06-30 15:10,65.4000,65.8000
2025-06-30 15:05,65.6000,66.0000
2025-06-30 15:00,65.8000,66.2000
2025-06-30 14:55,66.0000,66.4000
2025-06-30 14:50,66.2000,66.6000
2025-06-30 14:45,66.4000,66.8000
2025-06-30 14:40,66.6000,67.0000
2025-06-30 14:35,66.8000,67.2000
2025-06-30 14:30,67.0000,67.4000
2025-06-30 14:25,67.2000,67.6000
2025-06-30 14:20,67.4000,67.8000
2025-06-30 14:15,67.6000,68.0000
2025-06-30 14:10,67.8000,68.2000
2025-06-30 14:05,68.0000,68.4000
2025-06-30 14:00,68.2000,68.6000
2025-06-30 13:55,68.4000,68.8000
2025-06-30 13:50,68.6000,69.0000
2025-06-30 13:45,68.8000,69.2000
2025-06-30 13:40,69.0000,69.4000
2025-06-30 13:35,69.2000,69.6000
2025-06-30 13:30,69.4000,69.8000
2025-06-30 13:25,69.6000,70.0000
2025-06-30 13:20,69.8000,70.2000
2025-06-30 13:15,70.0000,70.4000
2025-06-30 13:10,70.2000,70.6000
2025-06-30 13:05,70.4000,70.8000
2025-06-30 13:00,70.6000,71.0000
2025-06-30 12:55,70.8000,71.2000
2025-06-30 12:50,71.0000,71.4000
2025-06-30 12:45,71.2000,71.6000
2025-06-30 12:40,71.4000,71.8000
2025-06-30 12:35,71.6000,72.0000
2025-06-30 12:30,71.8000,72.2000
2025-06-30 12:25,72.0000,72.4000
2025-06-30 12:20,72.2000,72.6000
2025-06-30 12:15,72.4000,72.8000
2025-06-30 12:10,72.6000,73.0000
2025-06-30 12:05,72.8000,73.2000
2025-06-30 12:00,73.0000,73.4000
2025-06-30 11:55,73.2000,73.6000
2025-06-30 11:50,73.4000,73.8000
2025-06-30 11:45,73.6000,74.0000
2025-06-30 11:40,73.8000,74.2000
2025-06-30 11:35,74.0000,74.4000
2025-06-30 11:30,74.2000,74.6000
2025-06-30 11:25,74.4000,74.8000
2025-06-30 11:20,74.6000,75.0000
2025-06-30 11:15,74.8000,75.2000
2025-06-30 11:10,75.0000,75.4000
2025-06-30 11:05,75.2000,75.6000
2025-06-30 11:00,75.4000,75.8000
2025-06-30 10:55,75.6000,76.0000
2025-06-30 10:50,75.8000,76.2000
2025-06-30 10:45,0.0000,76.4000
2025-06-30 10:40,0.2000,76.6000
2025-06-30 10:35,0.0000,76.8000
2025-06-30 10:30,0.2000,77.0000
2025-06-30 10:25,0.4000,77.2000
2025-06-30 10:20,0.6000,77.4000
2025-06-30 10:15,0.8000,77.6000
2025-06-30 10:10,1.0000,77.8000
2025-06-30 10:05,1.2000,78.0000
2025-06-30 10:00,1.4000,78.2000
2025-06-30 09:55,1.6000,78.4000
2025-06-30 09:50,1.8000,78.6000
2025-06-30 09:45,2.0000,78.8000
2025-06-30 09:40,2.2000,79.0000
2025-06-30 09:35,2.4000,79.2000
2025-06-30 09:30,2.6000,79.4000
2025-06-30 09:25,2.8000,79.6000
2025-06-30 09:20,3.0000,79.8000
2025-06-30 09:15,3.2000,80.0000
2025-06-30 09:10,3.4000,80.2000
2025-06-30 09:05,3.6000,80.4000
2025-06-30 09:00,3.8000,80.6000
2025-06-30 08:55,4.0000,80.8000
2025-06-30 08:50,4.2000,81.0000
