time,RSI
2025-03-31 19:55,46.6586
2025-03-31 19:50,46.6633
2025-03-31 19:45,46.7377
2025-03-31 19:40,46.7377
2025-03-31 19:35,46.7470
2025-03-31 19:30,46.7516
2025-03-31 19:25,46.6936
2025-03-31 19:20,46.7514
2025-03-31 19:15,46.8370
2025-03-31 19:10,46.9019
2025-03-31 19:05,46.7968
2025-03-31 19:00,46.8246
2025-03-31 18:55,46.9124
2025-03-31 18:50,46.8653
2025-03-31 18:45,46.7920
2025-03-31 18:40,46.7028
2025-03-31 18:35,46.7442
2025-03-31 18:30,46.7442
2025-03-31 18:25,46.6710
2025-03-31 18:20,46.7122
2025-03-31 18:15,46.6234
2025-03-31 18:10,46.7560
2025-03-31 18:05,46.9353
2025-03-31 18:00,46.9301
2025-03-31 17:55,46.8937
2025-03-31 17:50,46.8885
2025-03-31 17:45,46.9206
2025-03-31 17:40,46.8584
2025-03-31 17:35,46.8395
2025-03-31 17:30,46.9429
2025-03-31 17:25,46.9377
2025-03-31 17:20,46.9300
2025-03-31 17:15,46.9017
2025-03-31 17:10,46.9790
2025-03-31 17:05,46.9835
2025-03-31 17:00,46.9066
2025-03-31 16:55,46.8861
2025-03-31 16:50,46.9223
2025-03-31 16:45,46.9313
2025-03-31 16:40,46.9007
2025-03-31 16:35,46.9006
2025-03-31 16:30,46.9403
2025-03-31 16:25,46.8964
2025-03-31 16:20,47.0574
2025-03-31 16:15,46.9204
2025-03-31 16:10,46.8848
2025-03-31 16:05,46.9926
2025-03-31 16:00,47.0375
2025-03-31 15:55,47.2360
2025-03-31 15:50,46.9211
2025-03-31 15:45,46.9007
2025-03-31 15:40,46.8242
2025-03-31 15:35,46.8089
2025-03-31 15:30,46.5788
2025-03-31 15:25,46.7605
2025-03-31 15:20,46.7528
2025-03-31 15:15,46.8832
2025-03-31 15:10,46.6502
2025-03-31 15:05,46.6014
2025-03-31 15:00,46.5063
2025-03-31 14:55,46.6700
2025-03-31 14:50,46.5671
2025-03-31 14:45,46.6884
2025-03-31 14:40,46.7154
2025-03-31 14:35,46.6282
2025-03-31 14:30,46.6955
2025-03-31 14:25,46.7494
2025-03-31 14:20,46.8252
2025-03-31 14:15,46.5813
2025-03-31 14:10,46.5727
2025-03-31 14:05,46.2885
2025-03-31 14:00,46.0207
2025-03-31 13:55,46.1455
2025-03-31 13:50,45.9312
2025-03-31 13:45,45.9401
2025-03-31 13:40,46.0983
2025-03-31 13:35,45.9124
2025-03-31 13:30,45.9815
2025-03-31 13:25,46.0150
2025-03-31 13:20,45.9717
2025-03-31 13:15,46.0620
2025-03-31 13:10,46.2948
2025-03-31 13:05,46.0433
2025-03-31 13:00,45.8276
2025-03-31 12:55,46.1740
2025-03-31 12:50,45.9676
2025-03-31 12:45,45.8240
2025-03-31 12:40,45.8420
2025-03-31 12:35,45.8314
2025-03-31 12:30,45.9123
2025-03-31 12:25,45.6089
2025-03-31 12:20,45.6537
2025-03-31 12:15,45.2860
2025-03-31 12:10,45.3754
2025-03-31 12:05,45.6251
2025-03-31 12:00,45.4957
2025-03-31 11:55,45.6447
2025-03-31 11:50,45.3305
2025-03-31 11:45,44.9996
2025-03-31 11:40,45.0987
2025-03-31 11:35,45.0135
2025-03-31 11:30,44.8373
2025-03-31 11:25,44.9451
2025-03-31 11:20,44.3384
2025-03-31 11:15,43.9425
2025-03-31 11:10,44.1260
2025-03-31 11:05,44.1664
2025-03-31 11:00,44.1664
2025-03-31 10:55,44.0701
2025-03-31 10:50,43.8654
2025-03-31 10:45,43.8084
2025-03-31 10:40,43.7114
2025-03-31 10:35,43.9922
2025-03-31 10:30,43.3989
2025-03-31 10:25,43.7401
2025-03-31 10:20,44.0356
2025-03-31 10:15,44.3531
2025-03-31 10:10,44.2077
2025-03-31 10:05,43.7617
2025-03-31 10:00,43.3933
2025-03-31 09:55,43.5633
2025-03-31 09:50,43.2395
2025-03-31 09:45,43.3821
2025-03-31 09:40,43.5207
2025-03-31 09:35,43.5925
2025-03-31 09:30,44.7260
2025-03-31 09:25,44.8382
2025-03-31 09:20,44.9655
2025-03-31 09:15,44.9170
2025-03-31 09:10,45.1532
2025-03-31 09:05,45.1631
2025-03-31 09:00,45.2617
2025-03-31 08:55,45.1841
2025-03-31 08:50,45.1123
2025-03-31 08:45,45.1664
2025-03-31 08:40,45.1366
2025-03-31 08:35,44.9812
2025-03-31 08:30,44.9812
2025-03-31 08:25,44.6267
2025-03-31 08:20,44.6803
2025-03-31 08:15,44.6622
2025-03-31 08:10,44.7986
