time,RSI
2025-01-31 19:55,50.2372
2025-01-31 19:50,50.3897
2025-01-31 19:45,50.4055
2025-01-31 19:40,50.3856
2025-01-31 19:35,50.4215
2025-01-31 19:30,50.4215
2025-01-31 19:25,50.4041
2025-01-31 19:20,50.4486
2025-01-31 19:15,50.4978
2025-01-31 19:10,50.5246
2025-01-31 19:05,50.6006
2025-01-31 19:00,50.5132
2025-01-31 18:55,50.5932
2025-01-31 18:50,50.6048
2025-01-31 18:45,50.5939
2025-01-31 18:40,50.6429
2025-01-31 18:35,50.6212
2025-01-31 18:30,50.5859
2025-01-31 18:25,50.6842
2025-01-31 18:20,50.7309
2025-01-31 18:15,50.6899
2025-01-31 18:10,50.7342
2025-01-31 18:05,50.7608
2025-01-31 18:00,50.6920
2025-01-31 17:55,50.7583
2025-01-31 17:50,50.7369
2025-01-31 17:45,50.6941
2025-01-31 17:40,50.7029
2025-01-31 17:35,50.7402
2025-01-31 17:30,50.8480
2025-01-31 17:25,50.7841
2025-01-31 17:20,50.7415
2025-01-31 17:15,50.7766
2025-01-31 17:10,50.8051
2025-01-31 17:05,50.7860
2025-01-31 17:00,50.8648
2025-01-31 16:55,50.7632
2025-01-31 16:50,50.7719
2025-01-31 16:45,50.7600
2025-01-31 16:40,50.7679
2025-01-31 16:35,50.7258
2025-01-31 16:30,50.7475
2025-01-31 16:25,50.8689
2025-01-31 16:20,50.8689
2025-01-31 16:15,50.8271
2025-01-31 16:10,50.9093
2025-01-31 16:05,50.8717
2025-01-31 16:00,50.8258
2025-01-31 15:55,50.8301
2025-01-31 15:50,51.0245
2025-01-31 15:45,50.8243
2025-01-31 15:40,50.7532
2025-01-31 15:35,50.8309
2025-01-31 15:30,50.6802
2025-01-31 15:25,50.6931
2025-01-31 15:20,50.8138
2025-01-31 15:15,50.7929
2025-01-31 15:10,50.8314
2025-01-31 15:05,50.6898
2025-01-31 15:00,51.1010
2025-01-31 14:55,51.0091
2025-01-31 14:50,50.8047
2025-01-31 14:45,50.8775
2025-01-31 14:40,51.0125
2025-01-31 14:35,51.3325
2025-01-31 14:30,51.2740
2025-01-31 14:25,51.2784
2025-01-31 14:20,51.2221
2025-01-31 14:15,51.3515
2025-01-31 14:10,51.1385
2025-01-31 14:05,51.3144
2025-01-31 14:00,51.3528
2025-01-31 13:55,51.2872
2025-01-31 13:50,51.4502
2025-01-31 13:45,51.4591
2025-01-31 13:40,51.5805
2025-01-31 13:35,51.2612
2025-01-31 13:30,51.7779
2025-01-31 13:25,51.8949
2025-01-31 13:20,51.7106
2025-01-31 13:15,51.8706
2025-01-31 13:10,51.9973
2025-01-31 13:05,51.9052
2025-01-31 13:00,51.7435
2025-01-31 12:55,51.7977
2025-01-31 12:50,51.7893
2025-01-31 12:45,51.7389
2025-01-31 12:40,51.8109
2025-01-31 12:35,51.8694
2025-01-31 12:30,51.9370
2025-01-31 12:25,51.8535
2025-01-31 12:20,51.8625
2025-01-31 12:15,51.7979
2025-01-31 12:10,51.6350
2025-01-31 12:05,51.6819
2025-01-31 12:00,51.8477
2025-01-31 11:55,51.9286
2025-01-31 11:50,51.7659
2025-01-31 11:45,51.7157
2025-01-31 11:40,51.6655
2025-01-31 11:35,51.7638
2025-01-31 11:30,51.5378
2025-01-31 11:25,51.5252
2025-01-31 11:20,51.5760
2025-01-31 11:15,51.7352
2025-01-31 11:10,51.6608
2025-01-31 11:05,51.7194
2025-01-31 11:00,51.7493
2025-01-31 10:55,51.6220
2025-01-31 10:50,51.5572
2025-01-31 10:45,51.5431
2025-01-31 10:40,51.7185
2025-01-31 10:35,51.6100
2025-01-31 10:30,51.2695
2025-01-31 10:25,51.3318
2025-01-31 10:20,51.2896
2025-01-31 10:15,51.4677
2025-01-31 10:10,51.2862
2025-01-31 10:05,51.5502
2025-01-31 10:00,51.7824
2025-01-31 09:55,51.8821
2025-01-31 09:50,51.8716
2025-01-31 09:45,51.7032
2025-01-31 09:40,51.3635
2025-01-31 09:35,51.1150
2025-01-31 09:30,50.6198
2025-01-31 09:25,50.5979
2025-01-31 09:20,50.5694
2025-01-31 09:15,50.5541
2025-01-31 09:10,50.6391
2025-01-31 09:05,50.6347
2025-01-31 09:00,50.7823
2025-01-31 08:55,50.7780
2025-01-31 08:50,50.8227
2025-01-31 08:45,50.7924
2025-01-31 08:40,50.8013
2025-01-31 08:35,50.7582
2025-01-31 08:30,50.7496
2025-01-31 08:25,50.7806
2025-01-31 08:20,50.8028
2025-01-31 08:15,50.7556
2025-01-31 08:10,50.6504
2025-01-31 08:05,50.6614
2025-01-31 08:00,50.2477
2025-01-31 07:55,50.7165
2025-01-31 07:50,50.7522
2025-01-31 07:45,50.7656
2025-01-31 07:40,50.7570
2025-01-31 07:35,50.7224
2025-01-31 07:30,50.7535
2025-01-31 07:25,50.7624
2025-01-31 07:20,50.8111
2025-01-31 07:15,50.7897
2025-01-31 07:10,50.8074
2025-01-31 07:05,50.8118
2025-01-31 07:00,50.7306
2025-01-31 06:55,50.6922
2025-01-31 06:50,50.7054
2025-01-31 06:45,50.7317
2025-01-31 06:40,50.7317
2025-01-31 06:35,50.7232
2025-01-31 06:30,50.6977
2025-01-31 06:25,50.6935
2025-01-31 06:20,50.7109
2025-01-31 06:15,50.7067
2025-01-31 06:10,50.6983
2025-01-31 06:05,50.6730
2025-01-31 06:00,50.6817
2025-01-31 05:55,50.6733
2025-01-31 05:50,50.7163
2025-01-31 05:45,50.7292
2025-01-31 05:40,50.7208
2025-01-31 05:35,50.7042
2025-01-31 05:30,50.7213
2025-01-31 05:25,50.6840
2025-01-31 05:20,50.6508
2025-01-31 05:15,50.7487
2025-01-31 05:10,50.7280
2025-01-31 05:05,50.7239
2025-01-31 05:00,50.6538
2025-01-31 04:55,50.6792
2025-01-31 04:50,50.6751
2025-01-31 04:45,50.5929
2025-01-31 04:40,50.3865
2025-01-31 04:35,50.3865
2025-01-31 04:30,50.3700
2025-01-31 04:25,50.3742
2025-01-31 04:20,50.3909
2025-01-31 04:15,50.4159
2025-01-31 04:10,50.4159
2025-01-31 04:05,50.4534
2025-01-31 04:00,50.3961
2025-01-30 19:55,50.2076
2025-01-30 19:50,50.1994
2025-01-30 19:45,50.2077
2025-01-30 19:40,50.1421
2025-01-30 19:35,50.1813
2025-01-30 19:30,50.1813
2025-01-30 19:25,50.1752
2025-01-30 19:20,50.1752
2025-01-30 19:15,50.1752
2025-01-30 19:10,50.1382
2025-01-30 19:05,50.1427
2025-01-30 19:00,50.1118
2025-01-30 18:55,50.1266
2025-01-30 18:50,50.1165
2025-01-30 18:45,50.1286
2025-01-30 18:40,50.1286
2025-01-30 18:35,50.1266
2025-01-30 18:30,50.0746
2025-01-30 18:25,50.1389
2025-01-30 18:20,50.1189
2025-01-30 18:15,50.2032
2025-01-30 18:10,50.1474
2025-01-30 18:05,50.1394
2025-01-30 18:00,50.0678
2025-01-30 17:55,50.0897
2025-01-30 17:50,50.0679
2025-01-30 17:45,50.0520
2025-01-30 17:40,50.1475
2025-01-30 17:35,50.1717
2025-01-30 17:30,50.1536
2025-01-30 17:25,50.0964
2025-01-30 17:20,50.0036
2025-01-30 17:15,49.9858
2025-01-30 17:10,49.9737
2025-01-30 17:05,49.9740
2025-01-30 17:00,49.9425
2025-01-30 16:55,49.9621
2025-01-30 16:50,49.9582
2025-01-30 16:45,49.9523
2025-01-30 16:40,49.9894
2025-01-30 16:35,49.9035
2025-01-30 16:30,49.9268
2025-01-30 16:25,49.9501
2025-01-30 16:20,49.9074
2025-01-30 16:15,49.9074
2025-01-30 16:10,49.9422
2025-01-30 16:05,49.9296
2025-01-30 16:00,49.8957
2025-01-30 15:55,50.0191
2025-01-30 15:50,50.0230
2025-01-30 15:45,49.9498
2025-01-30 15:40,50.1504
2025-01-30 15:35,50.4928
2025-01-30 15:30,50.4122
2025-01-30 15:25,50.4825
2025-01-30 15:20,50.4634
2025-01-30 15:15,50.3848
2025-01-30 15:10,50.4062
2025-01-30 15:05,50.4780
2025-01-30 15:00,50.4228
2025-01-30 14:55,50.1889
2025-01-30 14:50,50.1889
2025-01-30 14:45,50.0889
2025-01-30 14:40,50.0659
2025-01-30 14:35,50.0469
2025-01-30 14:30,50.0543
2025-01-30 14:25,50.0486
2025-01-30 14:20,50.0391
2025-01-30 14:15,50.1348
2025-01-30 14:10,50.1520
2025-01-30 14:05,50.1769
2025-01-30 14:00,50.3051
2025-01-30 13:55,50.2388
2025-01-30 13:50,50.2047
2025-01-30 13:45,50.2429
2025-01-30 13:40,50.2353
2025-01-30 13:35,50.0840
2025-01-30 13:30,49.9664
2025-01-30 13:25,49.9217
2025-01-30 13:20,49.8524
2025-01-30 13:15,49.8553
2025-01-30 13:10,49.9109
2025-01-30 13:05,49.8920
2025-01-30 13:00,49.8371
2025-01-30 12:55,49.8709
2025-01-30 12:50,49.8577
2025-01-30 12:45,49.8127
2025-01-30 12:40,49.8667
2025-01-30 12:35,49.8254
2025-01-30 12:30,49.8179
2025-01-30 12:25,49.8365
2025-01-30 12:20,49.8662
2025-01-30 12:15,49.9854
2025-01-30 12:10,50.2513
2025-01-30 12:05,50.0008
2025-01-30 12:00,50.1042
2025-01-30 11:55,50.0311
2025-01-30 11:50,49.7369
2025-01-30 11:45,49.5873
2025-01-30 11:40,49.6096
2025-01-30 11:35,49.5091
2025-01-30 11:30,49.6622
2025-01-30 11:25,49.5901
2025-01-30 11:20,49.2348
2025-01-30 11:15,49.0344
2025-01-30 11:10,49.2471
2025-01-30 11:05,49.4876
2025-01-30 11:00,49.3739
2025-01-30 10:55,49.7855
2025-01-30 10:50,50.0773
2025-01-30 10:45,50.2164
2025-01-30 10:40,50.3483
2025-01-30 10:35,50.2527
2025-01-30 10:30,50.1872
2025-01-30 10:25,50.4553
2025-01-30 10:20,50.3709
2025-01-30 10:15,50.3865
2025-01-30 10:10,50.3789
2025-01-30 10:05,50.3750
2025-01-30 10:00,50.8241
2025-01-30 09:55,50.8607
2025-01-30 09:50,50.7663
2025-01-30 09:45,50.2222
2025-01-30 09:40,50.0938
2025-01-30 09:35,50.2270
2025-01-30 09:30,50.9024
2025-01-30 09:25,50.4091
2025-01-30 09:20,50.4272
2025-01-30 09:15,50.4412
2025-01-30 09:10,50.5655
2025-01-30 09:05,50.6177
2025-01-30 09:00,50.8030
2025-01-30 08:55,50.6344
2025-01-30 08:50,50.5558
2025-01-30 08:45,50.6766
2025-01-30 08:40,50.7938
2025-01-30 08:35,50.9071
2025-01-30 08:30,50.9477
2025-01-30 08:25,51.0247
2025-01-30 08:20,51.1923
