time,RSI
2025-07-31 19:55,44.8176
2025-07-31 19:50,44.7057
2025-07-31 19:45,44.7166
2025-07-31 19:40,44.7654
2025-07-31 19:35,44.7364
2025-07-31 19:30,44.7581
2025-07-31 19:25,44.6244
2025-07-31 19:20,44.6110
2025-07-31 19:15,44.8199
2025-07-31 19:10,44.6638
2025-07-31 19:05,44.9758
2025-07-31 19:00,44.9179
2025-07-31 18:55,44.4998
2025-07-31 18:50,44.5941
2025-07-31 18:45,44.5219
2025-07-31 18:40,44.6382
2025-07-31 18:35,44.8868
2025-07-31 18:30,44.4784
2025-07-31 18:25,44.1201
2025-07-31 18:20,44.1063
2025-07-31 18:15,43.8751
2025-07-31 18:10,44.2441
2025-07-31 18:05,43.8944
2025-07-31 18:00,43.2791
2025-07-31 17:55,43.8252
2025-07-31 17:50,44.4800
2025-07-31 17:45,44.8530
2025-07-31 17:40,45.1605
2025-07-31 17:35,45.2749
2025-07-31 17:30,47.0814
2025-07-31 17:25,47.0900
2025-07-31 17:20,47.1283
2025-07-31 17:15,47.8888
2025-07-31 17:10,48.5462
2025-07-31 17:05,48.8173
2025-07-31 17:00,48.4582
2025-07-31 16:55,48.4438
2025-07-31 16:50,48.0662
2025-07-31 16:45,47.2707
2025-07-31 16:40,47.3967
2025-07-31 16:35,47.3823
2025-07-31 16:30,47.0503
2025-07-31 16:25,46.5050
2025-07-31 16:20,46.1950
2025-07-31 16:15,48.0719
2025-07-31 16:10,47.6475
2025-07-31 16:05,50.4583
2025-07-31 16:00,50.8535
2025-07-31 15:55,50.9135
2025-07-31 15:50,51.0172
2025-07-31 15:45,51.2090
2025-07-31 15:40,50.6000
2025-07-31 15:35,50.7429
2025-07-31 15:30,50.5392
2025-07-31 15:25,50.5285
2025-07-31 15:20,50.7928
2025-07-31 15:15,50.9091
2025-07-31 15:10,50.9091
2025-07-31 15:05,50.9756
2025-07-31 15:00,50.9223
2025-07-31 14:55,51.0607
2025-07-31 14:50,51.1495
2025-07-31 14:45,51.1283
2025-07-31 14:40,51.1782
2025-07-31 14:35,51.2892
2025-07-31 14:30,51.0402
2025-07-31 14:25,50.7515
2025-07-31 14:20,50.6305
2025-07-31 14:15,50.6498
2025-07-31 14:10,50.7105
2025-07-31 14:05,50.7546
2025-07-31 14:00,50.4803
2025-07-31 13:55,50.6293
2025-07-31 13:50,51.1146
2025-07-31 13:45,51.2668
2025-07-31 13:40,51.2752
2025-07-31 13:35,51.1222
2025-07-31 13:30,51.1250
2025-07-31 13:25,51.2572
2025-07-31 13:20,51.6315
2025-07-31 13:15,51.5891
2025-07-31 13:10,51.5353
2025-07-31 13:05,51.4202
2025-07-31 13:00,51.4400
2025-07-31 12:55,51.4240
2025-07-31 12:50,51.4053
2025-07-31 12:45,51.6347
2025-07-31 12:40,51.9431
2025-07-31 12:35,52.1675
2025-07-31 12:30,52.1936
2025-07-31 12:25,51.8041
2025-07-31 12:20,51.6734
2025-07-31 12:15,51.4736
2025-07-31 12:10,51.3326
2025-07-31 12:05,51.2565
2025-07-31 12:00,51.3653
2025-07-31 11:55,51.0499
2025-07-31 11:50,51.0432
2025-07-31 11:45,51.1261
2025-07-31 11:40,50.6600
2025-07-31 11:35,50.7228
2025-07-31 11:30,50.4944
2025-07-31 11:25,50.0037
2025-07-31 11:20,50.1176
2025-07-31 11:15,49.9354
2025-07-31 11:10,50.1928
2025-07-31 11:05,50.2962
2025-07-31 11:00,49.9415
2025-07-31 10:55,50.2969
2025-07-31 10:50,50.3230
2025-07-31 10:45,49.9595
2025-07-31 10:40,49.7323
2025-07-31 10:35,50.0639
2025-07-31 10:30,50.1576
2025-07-31 10:25,50.4402
2025-07-31 10:20,50.5676
2025-07-31 10:15,50.6805
2025-07-31 10:10,51.0847
2025-07-31 10:05,50.9285
2025-07-31 10:00,50.7540
2025-07-31 09:55,50.8613
2025-07-31 09:50,50.5523
2025-07-31 09:45,49.9428
2025-07-31 09:40,49.9703
2025-07-31 09:35,50.1471
2025-07-31 09:30,52.1923
2025-07-31 09:25,52.5394
2025-07-31 09:20,52.6515
2025-07-31 09:15,52.9367
2025-07-31 09:10,53.0768
2025-07-31 09:05,53.2240
2025-07-31 09:00,53.0349
2025-07-31 08:55,52.9350
2025-07-31 08:50,52.9739
2025-07-31 08:45,53.2962
2025-07-31 08:40,53.2725
2025-07-31 08:35,53.3602
2025-07-31 08:30,53.1947
2025-07-31 08:25,53.2620
2025-07-31 08:20,53.5020
2025-07-31 08:15,53.4578
2025-07-31 08:10,53.1197
2025-07-31 08:05,53.1197
2025-07-31 08:00,53.5274
2025-07-31 07:55,53.1687
2025-07-31 07:50,53.2097
2025-07-31 07:45,53.1135
2025-07-31 07:40,53.3804
2025-07-31 07:35,53.2421
2025-07-31 07:30,53.3933
2025-07-31 07:25,53.4484
2025-07-31 07:20,53.5933
2025-07-31 07:15,53.5754
2025-07-31 07:10,53.6997
2025-07-31 07:05,53.7689
2025-07-31 07:00,53.6974
2025-07-31 06:55,53.8497
2025-07-31 06:50,53.8982
2025-07-31 06:45,53.9051
2025-07-31 06:40,53.8637
2025-07-31 06:35,53.9052
2025-07-31 06:30,53.8993
2025-07-31 06:25,53.9820
2025-07-31 06:20,53.9114
2025-07-31 06:15,53.9596
2025-07-31 06:10,53.8596
2025-07-31 06:05,54.0180
2025-07-31 06:00,53.8177
2025-07-31 05:55,53.7467
2025-07-31 05:50,53.7467
2025-07-31 05:45,53.6580
2025-07-31 05:40,53.5632
2025-07-31 05:35,53.6180
2025-07-31 05:30,53.6727
2025-07-31 05:25,53.8097
2025-07-31 05:20,53.7094
2025-07-31 05:15,53.6858
2025-07-31 05:10,53.7268
2025-07-31 05:05,53.8568
2025-07-31 05:00,53.8568
2025-07-31 04:55,53.8705
2025-07-31 04:50,53.9867
2025-07-31 04:45,53.9751
2025-07-31 04:40,54.1050
2025-07-31 04:35,53.8775
2025-07-31 04:30,54.1178
2025-07-31 04:25,54.3458
2025-07-31 04:20,54.2876
2025-07-31 04:15,54.2701
2025-07-31 04:10,54.1827
2025-07-31 04:05,54.2862
2025-07-31 04:00,54.2222
2025-07-30 19:55,53.7641
2025-07-30 19:50,53.7523
2025-07-30 19:45,53.7375
2025-07-30 19:40,53.7890
2025-07-30 19:35,53.8301
2025-07-30 19:30,53.8850
2025-07-30 19:25,53.8086
2025-07-30 19:20,53.8703
2025-07-30 19:15,53.8410
2025-07-30 19:10,53.8546
2025-07-30 19:05,53.7316
2025-07-30 19:00,53.8681
2025-07-30 18:55,53.8954
2025-07-30 18:50,53.8604
2025-07-30 18:45,53.8604
2025-07-30 18:40,53.6968
2025-07-30 18:35,53.6909
2025-07-30 18:30,53.5855
2025-07-30 18:25,53.6464
2025-07-30 18:20,53.7753
2025-07-30 18:15,53.8091
2025-07-30 18:10,53.7217
2025-07-30 18:05,53.5168
2025-07-30 18:00,53.3992
2025-07-30 17:55,52.7607
2025-07-30 17:50,54.0382
2025-07-30 17:45,53.7513
2025-07-30 17:40,53.5655
2025-07-30 17:35,53.3940
2025-07-30 17:30,53.5915
2025-07-30 17:25,53.4195
2025-07-30 17:20,53.4760
2025-07-30 17:15,53.2663
2025-07-30 17:10,53.0738
2025-07-30 17:05,52.9047
2025-07-30 17:00,52.7421
2025-07-30 16:55,52.7842
2025-07-30 16:50,53.2511
2025-07-30 16:45,52.8261
2025-07-30 16:40,52.8856
2025-07-30 16:35,53.3885
2025-07-30 16:30,53.5046
2025-07-30 16:25,54.5400
2025-07-30 16:20,53.2767
2025-07-30 16:15,49.3647
2025-07-30 16:10,53.1906
2025-07-30 16:05,52.0139
2025-07-30 16:00,49.3354
2025-07-30 15:55,49.0461
2025-07-30 15:50,48.8274
2025-07-30 15:45,48.7222
2025-07-30 15:40,48.6534
2025-07-30 15:35,48.8889
2025-07-30 15:30,48.6316
2025-07-30 15:25,48.5531
2025-07-30 15:20,48.8642
2025-07-30 15:15,49.0409
2025-07-30 15:10,48.7450
2025-07-30 15:05,48.6706
2025-07-30 15:00,48.8741
2025-07-30 14:55,49.3349
2025-07-30 14:50,49.6069
2025-07-30 14:45,49.6980
2025-07-30 14:40,49.6472
2025-07-30 14:35,49.7977
2025-07-30 14:30,49.6407
2025-07-30 14:25,49.5342
2025-07-30 14:20,49.3436
2025-07-30 14:15,49.6403
2025-07-30 14:10,49.7689
2025-07-30 14:05,49.6666
2025-07-30 14:00,49.6666
2025-07-30 13:55,49.6620
2025-07-30 13:50,49.7811
2025-07-30 13:45,49.8959
2025-07-30 13:40,49.6828
2025-07-30 13:35,49.5944
2025-07-30 13:30,49.3561
2025-07-30 13:25,49.2904
2025-07-30 13:20,49.3589
2025-07-30 13:15,49.2181
2025-07-30 13:10,49.3550
2025-07-30 13:05,49.3940
2025-07-30 13:00,49.4510
2025-07-30 12:55,49.4876
2025-07-30 12:50,49.2583
2025-07-30 12:45,49.2993
2025-07-30 12:40,49.3221
2025-07-30 12:35,49.3721
2025-07-30 12:30,49.4541
2025-07-30 12:25,49.5637
2025-07-30 12:20,49.4052
2025-07-30 12:15,49.2555
2025-07-30 12:10,49.1476
2025-07-30 12:05,49.2886
2025-07-30 12:00,49.2605
2025-07-30 11:55,49.0773
2025-07-30 11:50,49.0726
2025-07-30 11:45,49.1542
2025-07-30 11:40,49.0220
2025-07-30 11:35,49.1495
2025-07-30 11:30,49.1307
2025-07-30 11:25,49.0650
2025-07-30 11:20,48.6107
2025-07-30 11:15,48.7554
2025-07-30 11:10,49.1201
2025-07-30 11:05,48.9007
2025-07-30 11:00,48.8385
2025-07-30 10:55,49.0863
2025-07-30 10:50,49.1047
2025-07-30 10:45,49.0618
2025-07-30 10:40,49.0189
2025-07-30 10:35,49.3182
2025-07-30 10:30,49.2516
2025-07-30 10:25,49.5394
2025-07-30 10:20,49.2818
2025-07-30 10:15,49.3609
2025-07-30 10:10,49.2652
2025-07-30 10:05,49.1550
2025-07-30 10:00,49.6655
2025-07-30 09:55,49.7081
2025-07-30 09:50,50.1162
2025-07-30 09:45,49.9693
2025-07-30 09:40,49.5980
2025-07-30 09:35,49.8762
2025-07-30 09:30,50.5002
2025-07-30 09:25,50.2771
2025-07-30 09:20,50.3757
2025-07-30 09:15,50.2199
2025-07-30 09:10,50.1809
2025-07-30 09:05,50.2398
2025-07-30 09:00,50.3283
2025-07-30 08:55,50.3186
2025-07-30 08:50,50.3284
2025-07-30 08:45,50.3284
2025-07-30 08:40,50.2124
2025-07-30 08:35,50.2710
2025-07-30 08:30,50.2613
2025-07-30 08:25,50.2227
2025-07-30 08:20,50.2131
2025-07-30 08:15,50.1650
2025-07-30 08:10,50.0202
2025-07-30 08:05,50.1948
2025-07-30 08:00,50.5666
2025-07-30 07:55,50.2764
2025-07-30 07:50,50.3157
2025-07-30 07:45,50.3157
2025-07-30 07:40,50.3647
2025-07-30 07:35,50.3941
2025-07-30 07:30,50.4333
2025-07-30 07:25,50.2790
2025-07-30 07:20,50.3376
2025-07-30 07:15,50.3865
2025-07-30 07:10,50.4256
2025-07-30 07:05,50.4940
2025-07-30 07:00,50.4749
2025-07-30 06:55,50.4270
2025-07-30 06:50,50.4757
2025-07-30 06:45,50.4661
2025-07-30 06:40,50.3228
2025-07-30 06:35,50.2653
2025-07-30 06:30,50.2462
2025-07-30 06:25,50.1888
2025-07-30 06:20,50.1410
2025-07-30 06:15,50.1218
2025-07-30 06:10,49.9494
2025-07-30 06:05,49.9877
2025-07-30 06:00,49.9686
2025-07-30 05:55,49.8824
2025-07-30 05:50,49.9587
2025-07-30 05:45,49.9874
2025-07-30 05:40,50.0160
2025-07-30 05:35,49.9874
2025-07-30 05:30,49.9969
2025-07-30 05:25,50.0539
2025-07-30 05:20,50.1300
2025-07-30 05:15,50.0258
2025-07-30 05:10,50.0732
2025-07-30 05:05,50.0165
2025-07-30 05:00,50.0828
2025-07-30 04:55,50.0923
2025-07-30 04:50,50.0923
2025-07-30 04:45,50.1017
2025-07-30 04:40,50.1394
2025-07-30 04:35,50.0925
2025-07-30 04:30,50.0081
2025-07-30 04:25,50.1304
2025-07-30 04:20,50.1492
2025-07-30 04:15,50.2433
2025-07-30 04:10,50.2153
2025-07-30 04:05,50.2717
2025-07-30 04:00,50.6598
2025-07-29 19:55,50.0972
2025-07-29 19:50,50.1162
2025-07-29 19:45,50.1447
2025-07-29 19:40,50.1447
2025-07-29 19:35,50.0976
2025-07-29 19:30,50.1448
2025-07-29 19:25,50.1467
2025-07-29 19:20,50.0980
2025-07-29 19:15,50.1121
2025-07-29 19:10,50.1450
2025-07-29 19:05,50.0889
2025-07-29 19:00,50.0983
2025-07-29 18:55,49.9863
2025-07-29 18:50,50.1454
2025-07-29 18:45,50.0614
2025-07-29 18:40,50.1317
2025-07-29 18:35,50.1457
2025-07-29 18:30,50.1271
2025-07-29 18:25,50.1365
2025-07-29 18:20,50.1179
2025-07-29 18:15,50.0994
2025-07-29 18:10,50.1273
2025-07-29 18:05,50.0256
2025-07-29 18:00,50.1276
2025-07-29 17:55,49.9145
2025-07-29 17:50,49.9052
2025-07-29 17:45,49.8913
2025-07-29 17:40,49.9144
2025-07-29 17:35,49.7821
2025-07-29 17:30,49.9044
2025-07-29 17:25,49.8941
2025-07-29 17:20,49.8906
2025-07-29 17:15,50.0055
2025-07-29 17:10,49.9134
2025-07-29 17:05,49.8673
2025-07-29 17:00,49.8673
2025-07-29 16:55,49.9359
2025-07-29 16:50,49.9130
2025-07-29 16:45,50.0780
2025-07-29 16:40,49.9955
2025-07-29 16:35,49.9772
2025-07-29 16:30,49.9405
2025-07-29 16:25,49.9314
2025-07-29 16:20,49.9587
2025-07-29 16:15,49.9587
2025-07-29 16:10,49.9223
2025-07-29 16:05,49.8769
2025-07-29 16:00,49.9221
2025-07-29 15:55,50.0126
2025-07-29 15:50,50.2491
2025-07-29 15:45,50.1315
2025-07-29 15:40,49.9406
2025-07-29 15:35,50.1275
2025-07-29 15:30,50.2053
2025-07-29 15:25,50.3888
2025-07-29 15:20,50.3798
2025-07-29 15:15,50.5071
2025-07-29 15:10,50.4046
2025-07-29 15:05,50.4552
2025-07-29 15:00,50.4281
2025-07-29 14:55,50.3875
