time,RSI
2025-06-30 19:55,51.3406
2025-06-30 19:50,51.2291
2025-06-30 19:45,51.2232
2025-06-30 19:40,51.2540
2025-06-30 19:35,51.2306
2025-06-30 19:30,51.2552
2025-06-30 19:25,51.1910
2025-06-30 19:20,51.1940
2025-06-30 19:15,51.1911
2025-06-30 19:10,51.1972
2025-06-30 19:05,51.1689
2025-06-30 19:00,51.1803
2025-06-30 18:55,51.2106
2025-06-30 18:50,51.3199
2025-06-30 18:45,51.2391
2025-06-30 18:40,51.2937
2025-06-30 18:35,51.3453
2025-06-30 18:30,51.3252
2025-06-30 18:25,51.3554
2025-06-30 18:20,51.2866
2025-06-30 18:15,51.3621
2025-06-30 18:10,51.3652
2025-06-30 18:05,51.2966
2025-06-30 18:00,51.3990
2025-06-30 17:55,51.3990
2025-06-30 17:50,51.4171
2025-06-30 17:45,51.4231
2025-06-30 17:40,51.4531
2025-06-30 17:35,51.3625
2025-06-30 17:30,51.3625
2025-06-30 17:25,51.3568
2025-06-30 17:20,51.3687
2025-06-30 17:15,51.3406
2025-06-30 17:10,51.2956
2025-06-30 17:05,51.3430
2025-06-30 17:00,51.4023
2025-06-30 16:55,51.3406
2025-06-30 16:50,51.2817
2025-06-30 16:45,51.2905
2025-06-30 16:40,51.2793
2025-06-30 16:35,51.3618
2025-06-30 16:30,51.0589
2025-06-30 16:25,51.0707
2025-06-30 16:20,51.0766
2025-06-30 16:15,51.0710
2025-06-30 16:10,51.1148
2025-06-30 16:05,51.2051
2025-06-30 16:00,51.2172
2025-06-30 15:55,51.4167
2025-06-30 15:50,51.4932
2025-06-30 15:45,51.4266
2025-06-30 15:40,51.3154
2025-06-30 15:35,51.3829
2025-06-30 15:30,51.4681
2025-06-30 15:25,51.4857
2025-06-30 15:20,51.4082
2025-06-30 15:15,51.3473
2025-06-30 15:10,51.4673
2025-06-30 15:05,51.5054
2025-06-30 15:00,51.4558
2025-06-30 14:55,51.3619
2025-06-30 14:50,51.2818
2025-06-30 14:45,51.3137
2025-06-30 14:40,51.1976
2025-06-30 14:35,51.2092
2025-06-30 14:30,51.3574
2025-06-30 14:25,51.5706
2025-06-30 14:20,51.6057
2025-06-30 14:15,51.5068
2025-06-30 14:10,51.5711
2025-06-30 14:05,51.5519
2025-06-30 14:00,51.5988
2025-06-30 13:55,51.7359
2025-06-30 13:50,51.7114
2025-06-30 13:45,51.6103
2025-06-30 13:40,51.5885
2025-06-30 13:35,51.4681
2025-06-30 13:30,51.5611
2025-06-30 13:25,51.5448
2025-06-30 13:20,51.4283
2025-06-30 13:15,51.4135
2025-06-30 13:10,51.2875
2025-06-30 13:05,51.2656
2025-06-30 13:00,51.4157
2025-06-30 12:55,51.5548
2025-06-30 12:50,51.5665
2025-06-30 12:45,51.5120
2025-06-30 12:40,51.3702
2025-06-30 12:35,51.3759
2025-06-30 12:30,51.4625
2025-06-30 12:25,51.5375
2025-06-30 12:20,51.6313
2025-06-30 12:15,51.6619
2025-06-30 12:10,51.9669
2025-06-30 12:05,52.1014
2025-06-30 12:00,51.9151
2025-06-30 11:55,52.0704
2025-06-30 11:50,52.0821
2025-06-30 11:45,52.3115
2025-06-30 11:40,52.2631
2025-06-30 11:35,52.4224
